player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Lil'Jordan Humphrey,42247,WR,DEN,10,0,10,58.3,100.0,79,55.2,79,51.7,0,100.0,143,143,60.8,100.0,52,36.4,52
T.J. Bass,131703,G,DAL,7,0,9,49.8,100.0,56,39.2,56,65.8,0,100.0,143,143,78.4,100.0,67,46.9,67
Austin Jackson,60816,T,MIA,6,0,17,54.8,100.0,48,33.6,48,62.8,0,100.0,143,143,68.4,100.0,83,58.0,83
Kyle Williams,128374,WR,NE,17,0,19,72.4,100.0,75,52.8,75,67.2,1,98.6,142,144,59.9,100.0,35,24.6,35
Zach Ertz,7816,TE,WAS,13,0,32,56.6,100.0,60,42.3,60,56.8,0,100.0,142,142,65.7,100.0,74,52.1,74
Darian Kinnard,51789,T,GB,13,0,12,63.1,100.0,60,42.6,60,73.6,0,100.0,141,141,76.0,100.0,72,51.1,72
Elijah Arroyo,143933,TE,SEA,13,0,29,59.9,100.0,44,31.2,44,60.7,0,100.0,141,141,59.9,100.0,79,56.0,79
Demarcus Robinson,10760,WR,SF,14,0,28,67.5,100.0,37,26.2,37,70.9,0,99.3,141,142,65.1,100.0,85,60.3,85
Vederian Lowe,59741,T,NE,9,0,19,52.9,100.0,59,41.8,59,56.8,0,100.0,141,141,65.3,100.0,47,33.3,47
Jalen Travis,155412,T,IND,11,0,14,75.2,100.0,76,53.9,76,72.6,0,100.0,141,141,68.2,100.0,50,35.5,50
Kylen Granson,40630,TE,PHI,17,0,24,38.8,100.0,47,33.3,47,46.3,0,100.0,141,141,53.0,100.0,53,37.6,53
Brycen Tremayne,84425,WR,CAR,16,0,5,60.6,100.0,66,47.1,66,58.2,0,100.0,140,140,67.0,100.0,57,40.7,57
Josh Jones,26634,T,SEA,11,0,29,79.5,100.0,48,34.3,48,70.3,0,100.0,140,140,58.6,100.0,76,54.3,76
Luther Burden III,157170,WR,CHI,14,0,6,54.8,100.0,44,31.4,44,56.6,0,95.9,140,146,59.1,100.0,83,59.3,83
Isaiah Hodgins,52130,WR,NYG,7,1,21,51.8,100.0,55,39.6,55,43.7,1,100.0,139,139,60.4,100.0,82,59.0,82
Garrett Wilson,97405,WR,NYJ,7,0,22,58.5,100.0,26,18.7,26,58.1,0,100.0,139,139,60.6,100.0,99,71.2,99
Robbie Ouzts,146594,FB,SEA,12,0,29,54.3,100.0,41,29.7,41,55.4,1,100.0,138,138,58.6,100.0,80,58.0,80
Teven Jenkins,41534,G,CLV,15,0,8,76.2,100.0,51,37.0,51,79.1,0,100.0,138,138,86.8,100.0,60,43.5,60
Ryan Kelly,10652,C,MIN,8,0,18,86.2,100.0,57,41.3,57,82.6,0,100.0,138,138,70.0,100.0,66,47.8,66
Joshua Palmer,62979,WR,BUF,11,0,4,50.3,100.0,59,43.1,59,40.7,3,100.0,137,137,58.5,100.0,72,52.6,72
Keenan Allen,7857,WR,LAC,17,0,27,59.1,100.0,68,50.0,68,45.1,0,100.0,136,136,56.1,100.0,59,43.4,59
Dillon Gabriel,86272,QB,CLV,8,0,8,60.0,98.6,69,50.7,70,60.0,0,97.8,136,139,60.0,98.3,58,42.6,59
Jack Bech,146771,WR,LV,15,0,23,42.8,100.0,36,26.9,36,48.3,2,100.0,134,134,64.4,100.0,92,68.7,92
Jake Tonges,60864,TE,SF,15,0,28,70.8,100.0,27,20.1,27,73.8,1,100.0,134,134,65.3,100.0,77,57.5,77
Jalen Coker,143068,WR,CAR,11,0,5,60.8,100.0,49,36.6,49,55.9,1,100.0,134,134,55.7,100.0,77,57.5,77
Chris Godwin,11839,WR,TB,9,0,30,65.3,100.0,62,46.3,62,54.4,0,100.0,134,134,67.8,100.0,65,48.5,65
Brady Christensen,51985,G,CAR,5,0,5,69.5,100.0,64,48.1,64,69.9,0,100.0,133,133,66.5,100.0,58,43.6,58
Juice Scruggs,81800,G,HST,9,0,13,34.3,100.0,62,46.6,62,40.5,2,100.0,133,133,52.2,100.0,54,40.6,54
Ja'Tavion Sanders,144717,TE,CAR,13,0,5,45.8,100.0,56,42.1,56,58.8,1,100.0,133,133,71.0,100.0,68,51.1,68
Christian Kirk,47546,WR,HST,13,1,13,76.8,100.0,58,43.6,58,63.6,1,100.0,133,133,52.9,100.0,59,44.4,59
Kalif Raymond,11028,WR,DET,13,0,11,67.2,100.0,49,36.8,49,65.3,1,98.5,133,135,48.7,100.0,79,59.4,79
Michael Jurgens,77345,C,MIN,8,0,18,74.1,100.0,44,33.3,44,62.0,1,100.0,132,132,60.7,100.0,78,59.1,78
Dont'e Thornton Jr.,146547,WR,LV,15,0,23,57.8,100.0,32,24.4,32,45.9,0,100.0,131,131,56.7,100.0,82,62.6,82
Dyami Brown,77986,WR,JAX,14,0,15,42.8,100.0,50,38.5,50,45.1,1,95.6,130,136,58.6,98.6,69,53.1,70
Marquise Brown,61568,WR,KC,16,0,16,57.8,100.0,25,19.2,25,46.2,1,100.0,130,130,61.7,100.0,97,74.6,97
Jack Stoll,42058,TE,NO,15,0,20,43.5,100.0,51,39.2,51,53.5,0,100.0,130,130,57.2,100.0,61,46.9,61
Olisaemeka Udoh,28394,T,TEN,13,0,31,43.4,100.0,77,59.2,77,59.9,2,100.0,130,130,76.9,100.0,44,33.8,44
Mitchell Tinsley,123470,WR,CIN,17,0,7,55.1,100.0,66,51.2,66,52.2,1,100.0,129,129,68.8,100.0,48,37.2,48
Yosh Nijman,60822,T,CAR,7,0,5,72.2,100.0,56,43.8,56,86.1,0,100.0,128,128,83.8,100.0,63,49.2,63
Andrew Ogletree,138351,TE,IND,15,0,14,49.3,100.0,66,51.6,66,52.0,0,100.0,128,128,58.8,100.0,41,32.0,41
Will Hernandez,46180,G,ARZ,7,0,1,46.5,100.0,90,70.3,90,47.1,0,100.0,128,128,62.2,100.0,28,21.9,28
Jarrett Patterson,81775,G,HST,7,0,13,59.7,100.0,67,52.3,67,54.5,0,100.0,128,128,51.1,100.0,47,36.7,47
Isaac TeSlaa,172430,WR,DET,16,0,11,82.5,100.0,51,40.5,51,52.3,0,100.0,126,126,55.3,100.0,71,56.3,71
Jaylin Lane,121811,WR,WAS,15,1,32,74.4,100.0,70,56.0,70,54.0,1,99.2,125,126,58.7,100.0,43,34.4,43
Treylon Burks,99218,WR,WAS,8,0,32,56.7,100.0,64,51.6,64,44.8,0,100.0,124,124,59.7,100.0,54,43.5,54
Nathan Thomas,98390,T,DAL,9,0,9,70.4,100.0,44,35.8,44,52.9,0,100.0,123,123,43.9,100.0,60,48.8,60
Rashee Rice,97605,WR,KC,8,0,16,53.0,95.0,38,30.9,40,65.4,1,96.9,123,127,65.0,98.7,78,63.4,79
Adam Thielen,8288,WR,PIT,14,0,25,46.7,100.0,37,30.1,37,30.3,0,100.0,123,123,52.7,100.0,83,67.5,83
Cedrick Wilson Jr.,48170,WR,MIA,10,0,17,81.9,100.0,45,36.6,45,62.2,0,100.0,123,123,72.0,100.0,73,59.3,73
Adam Prentice,35639,FB,DEN,16,0,10,41.4,100.0,73,59.8,73,44.0,0,92.4,122,132,57.4,96.2,25,20.5,26
Isaiah Bond,163586,WR,CLV,16,1,8,59.7,100.0,53,43.4,53,49.3,1,96.1,122,127,56.1,100.0,65,53.3,65
Blake Whiteheart,77881,TE,CLV,16,0,8,58.9,100.0,59,48.8,59,59.0,1,100.0,121,121,60.6,100.0,51,42.1,51
Calvin Austin III,61418,WR,PIT,13,0,25,58.8,100.0,44,36.7,44,53.9,0,100.0,120,120,75.6,100.0,74,61.7,74
Alec Anderson,81882,G,BUF,13,0,4,74.1,100.0,45,37.8,45,82.6,0,100.0,119,119,81.2,100.0,47,39.5,47
Kayode Awosika,44909,G,DET,8,0,11,59.6,100.0,45,37.8,45,60.5,0,100.0,119,119,65.1,100.0,66,55.5,66
DeAndre Hopkins,7808,WR,BLT,17,0,3,57.3,100.0,36,30.5,36,48.8,0,100.0,118,118,67.1,100.0,69,58.5,69
Quintin Morris,61182,TE,JAX,12,0,15,60.5,100.0,44,37.3,44,55.0,0,100.0,118,118,58.4,100.0,48,40.7,48
Cody White,61448,WR,SEA,9,0,29,74.7,100.0,39,33.1,39,52.0,0,100.0,118,118,52.3,100.0,60,50.8,60
Jayden Daniels,97993,QB,WAS,7,0,32,60.1,86.8,79,66.9,91,60.1,0,85.5,118,138,60.0,94.9,37,31.4,39
Joe Alt,147481,T,LAC,6,0,27,53.7,100.0,55,46.6,55,70.8,0,100.0,118,118,79.6,100.0,49,41.5,49
Arian Smith,124039,WR,NYJ,15,0,22,55.7,100.0,24,20.7,24,54.2,1,96.7,116,120,58.8,100.0,75,64.7,75
Tyler Johnson,48054,WR,NYJ,12,0,22,50.5,100.0,25,21.6,25,55.9,0,100.0,116,116,61.4,100.0,79,68.1,79
Marcus Mbow,145113,T,NYG,9,0,21,53.6,100.0,44,38.3,44,62.4,1,100.0,115,115,74.0,100.0,59,51.3,59
Daniel Brunskill,34807,G,MIA,11,1,17,64.4,100.0,42,36.5,42,62.2,1,100.0,115,115,64.0,100.0,66,57.4,66
Nate Adkins,87625,TE,DEN,9,0,10,75.4,100.0,62,54.4,62,63.6,0,100.0,114,114,55.8,100.0,36,31.6,36
Teagan Quitoriano,84036,TE,ATL,15,0,2,55.5,100.0,31,28.2,31,52.6,0,100.0,110,110,52.7,100.0,65,59.1,65
Dan Skipper,12307,T,DET,11,0,11,48.4,100.0,45,41.3,45,47.5,2,100.0,109,109,46.6,100.0,57,52.3,57
Sterling Shepard,10674,WR,TB,13,0,30,62.5,100.0,54,49.5,54,38.0,0,96.5,109,113,56.9,100.0,47,43.1,47
Mason Tipton,109617,WR,NO,12,0,20,59.2,100.0,28,26.2,28,68.9,0,96.4,107,111,64.7,100.0,71,66.4,71
Hunter Luepke,91319,FB,DAL,17,0,9,30.9,95.3,41,38.7,43,45.4,0,86.9,106,122,60.6,81.6,40,37.7,49
Caleb Rogers,123157,G,LV,6,0,23,69.0,100.0,29,27.6,29,59.6,0,100.0,105,105,56.5,100.0,69,65.7,69
Mike Evans,8642,WR,TB,8,0,30,60.9,100.0,50,47.6,50,37.9,0,100.0,105,105,66.2,100.0,52,49.5,52
Isaiah Williams,97156,WR,NYJ,10,0,22,81.3,96.0,24,22.9,25,57.5,0,97.2,105,108,67.2,100.0,73,69.5,73
Jon Gaines II,81879,G,ARZ,13,0,1,58.7,100.0,64,61.0,64,66.6,1,100.0,105,105,72.9,100.0,35,33.3,35
Luke Wypler,129764,C,CLV,10,0,8,51.8,100.0,41,39.4,41,46.0,2,100.0,104,104,59.6,100.0,49,47.1,49
Darius Cooper,136866,WR,PHI,13,0,24,56.1,100.0,40,38.5,40,56.2,0,100.0,104,104,71.2,100.0,44,42.3,44
Malik Heath,124173,WR,ATL,11,0,2,53.5,100.0,46,44.2,46,67.4,0,100.0,104,104,57.7,100.0,45,43.3,45
Brady Cook,124199,QB,NYJ,5,0,22,60.0,96.6,28,26.9,29,60.0,0,93.7,104,111,60.0,100.0,67,64.4,67
Dylan Cook,91689,T,PIT,5,0,25,63.1,100.0,29,27.9,29,67.3,0,100.0,104,104,68.8,100.0,66,63.5,66
Nick Kallerup,101679,TE,SEA,9,0,29,55.2,100.0,39,38.2,39,67.4,2,100.0,102,102,72.3,100.0,53,52.0,53
Tyler Lockett,9502,WR,LV,16,0,23,56.3,100.0,28,27.5,28,41.4,0,100.0,102,102,67.4,100.0,63,61.8,63
Davis Mills,52269,QB,HST,6,0,13,60.0,100.0,62,61.4,62,60.0,0,93.5,101,108,60.0,97.0,32,31.7,33
Nick Allegretti,39268,G,WAS,7,0,32,60.8,100.0,52,52.0,52,45.1,0,100.0,100,100,41.9,100.0,37,37.0,37
Hunter Long,60859,TE,JAX,8,0,15,69.5,100.0,37,37.0,37,64.9,1,100.0,100,100,85.4,100.0,41,41.0,41
Malachi Corley,66272,WR,CLV,13,0,8,74.7,97.1,34,34.0,35,61.0,0,89.3,100,112,56.1,100.0,57,57.0,57
Ben Bartch,84236,G,SF,6,0,28,68.4,100.0,27,27.0,27,69.7,0,100.0,100,100,65.3,100.0,60,60.0,60
Cornelius Lucas,9025,T,CLV,7,0,8,54.5,100.0,56,56.6,56,54.5,0,100.0,99,99,62.3,100.0,32,32.3,32
Trent Sherfield,48021,WR,ARZ,12,0,1,62.5,100.0,49,49.5,49,32.8,0,100.0,99,99,56.7,100.0,34,34.3,34
Luke Haggard,129442,G,TB,6,0,30,59.2,100.0,59,59.6,59,51.9,0,100.0,99,99,55.9,100.0,34,34.3,34
Josh Reynolds,11872,WR,NYJ,5,0,22,68.3,100.0,25,25.3,25,50.8,0,100.0,99,99,58.6,100.0,65,65.7,65
Gabe Davis,55410,WR,BUF,6,0,4,89.5,100.0,44,44.4,44,80.0,0,100.0,99,99,57.1,100.0,46,46.5,46
Kolton Miller,47013,T,LV,4,0,23,46.9,100.0,23,23.5,23,75.8,0,100.0,98,98,84.9,100.0,63,64.3,63
Laken Tomlinson,9461,G,HST,7,0,13,58.3,100.0,50,51.0,50,57.1,0,100.0,98,98,58.4,100.0,34,34.7,34
Marquez Valdes-Scantling,47809,WR,PIT,9,0,25,56.7,100.0,28,28.9,28,38.5,0,100.0,97,97,63.1,100.0,62,63.9,62
Ben Skowronek,27948,WR,PIT,15,0,25,89.4,100.0,28,28.9,28,78.2,0,100.0,97,97,75.4,100.0,49,50.5,49
Devontez Walker,145773,WR,BLT,10,0,3,54.8,100.0,30,31.3,30,63.0,0,100.0,96,96,60.1,100.0,48,50.0,48
KaVontae Turpin,47658,WR,DAL,15,0,9,58.3,88.6,31,32.3,35,48.9,0,85.0,96,113,58.4,96.8,60,62.5,62
Harrison Bryant,26394,TE,HST,12,0,13,61.0,100.0,47,49.5,47,61.9,0,100.0,95,95,62.9,100.0,28,29.5,28
Kyler Murray,38334,QB,ARZ,5,0,1,60.0,92.3,72,75.8,78,60.0,0,88.8,95,107,60.0,88.0,22,23.2,25
David Martin-Robinson,77892,TE,TEN,15,0,31,60.8,100.0,58,61.1,58,62.9,0,100.0,95,95,64.8,100.0,29,30.5,29
Josh Fryar,129746,T,ARZ,9,0,1,60.9,100.0,63,67.0,63,56.5,1,100.0,94,94,59.0,100.0,26,27.7,26
Tyler Huntley,46448,QB,BLT,5,0,3,60.0,97.1,34,36.2,35,60.3,0,83.9,94,112,60.3,93.4,57,60.6,61
Tyquan Thornton,78092,WR,KC,13,0,16,60.6,100.0,28,30.1,28,35.9,1,100.0,93,93,58.8,100.0,58,62.4,58
Tylan Wallace,61577,WR,BLT,14,0,3,47.0,100.0,26,28.6,26,39.2,0,100.0,91,91,55.2,100.0,46,50.5,46
Esa Pole,174220,T,KC,5,0,16,48.0,100.0,27,30.3,27,56.8,0,100.0,89,89,63.7,100.0,57,64.0,57
Roman Wilson,129604,WR,PIT,13,0,25,56.2,100.0,37,41.6,37,64.8,0,100.0,89,89,72.5,100.0,49,55.1,49
Greg Dulcich,84068,TE,MIA,10,0,17,76.1,100.0,35,39.3,35,57.4,0,100.0,89,89,52.0,100.0,42,47.2,42
Ryan Miller,78734,WR,NYG,11,0,21,40.7,100.0,61,69.3,61,64.0,1,100.0,88,88,59.3,100.0,24,27.3,24
Brenden Bates,53746,TE,CLV,8,0,8,49.0,100.0,29,33.3,29,50.8,0,100.0,87,87,49.2,100.0,39,44.8,39
Carson Wentz,10636,QB,MIN,5,0,18,60.3,100.0,26,29.9,26,60.3,0,98.9,87,88,60.0,100.0,58,66.7,58
Jonah Monheim,86461,C,JAX,11,0,15,62.1,100.0,28,32.6,28,56.6,0,100.0,86,86,52.9,100.0,34,39.5,34
Robert Tonyan,12193,TE,KC,15,0,16,55.4,100.0,12,14.0,12,69.5,0,100.0,86,86,75.8,100.0,56,65.1,56
C.J. Ham,11347,FB,MIN,11,0,18,52.0,97.0,32,37.6,33,57.1,0,96.6,85,88,54.3,100.0,38,44.7,38
Josh Whyle,54037,TE,GB,8,0,12,67.6,100.0,24,28.6,24,53.1,1,100.0,84,84,48.2,100.0,51,60.7,51
Corey Levin,11972,C,TEN,13,0,31,63.3,100.0,44,52.4,44,69.0,0,100.0,84,84,68.1,100.0,36,42.9,36
Travis Hunter,160766,WR,JAX,7,0,15,70.0,100.0,27,32.1,27,57.9,0,98.8,84,85,53.2,100.0,47,56.0,47
Matt Hennessy,41141,C,SF,6,0,28,50.2,100.0,29,34.5,29,68.3,0,100.0,84,84,87.7,100.0,34,40.5,34
Jaylin Noel,125155,WR,HST,17,0,13,55.8,96.2,25,30.1,26,46.4,0,92.2,83,90,54.6,100.0,42,50.6,42
Will Dissly,30762,TE,LAC,9,0,27,60.7,100.0,31,37.8,31,61.7,1,100.0,82,82,58.6,100.0,37,45.1,37
Jake Curhan,38549,G,CAR,6,0,5,51.5,100.0,35,42.7,35,61.6,0,100.0,82,82,69.3,100.0,42,51.2,42
Kevin Austin Jr.,84345,WR,NO,8,0,20,75.9,100.0,35,43.2,35,70.9,0,100.0,81,81,69.7,100.0,39,48.1,39
Ashton Dulin,91479,WR,IND,11,0,14,48.5,100.0,41,51.3,41,41.6,0,96.4,80,83,58.2,100.0,30,37.5,30
Trystan Colon,41117,G,DET,7,0,11,34.2,100.0,32,40.0,32,51.1,0,100.0,80,80,62.1,100.0,42,52.5,42
Zay Jones,11792,WR,ARZ,8,0,1,67.8,100.0,62,77.5,62,67.5,0,100.0,80,80,62.3,100.0,15,18.8,15
Max Brosmer,105568,QB,MIN,7,0,18,60.0,100.0,31,38.8,31,60.3,0,94.1,80,85,60.3,100.0,48,60.0,48
Zaire Mitchell-Paden,145197,TE,NO,8,0,20,35.8,100.0,29,36.3,29,41.6,0,100.0,80,80,53.1,100.0,40,50.0,40
Dalton Kincaid,91791,TE,BUF,12,0,4,60.7,100.0,23,29.1,23,63.7,2,100.0,79,79,66.0,100.0,39,49.4,39
Calvin Ridley,48262,WR,TEN,6,0,31,59.3,100.0,36,45.6,36,66.4,0,100.0,79,79,71.6,100.0,39,49.4,39
Jake Bobo,77997,WR,SEA,11,0,29,76.2,100.0,36,46.2,36,52.5,0,100.0,78,78,72.1,100.0,32,41.0,32
Marvin Mims Jr.,122937,WR,DEN,15,0,10,59.9,91.2,31,39.7,34,61.8,0,88.6,78,88,68.0,100.0,37,47.4,37
Chandler Zavala,144009,G,CAR,6,0,5,61.2,100.0,37,48.1,37,54.7,1,100.0,77,77,49.7,100.0,34,44.2,34
Benjamin Yurosek,131786,TE,MIN,12,0,18,69.0,100.0,34,44.2,34,62.6,0,100.0,77,77,53.7,100.0,34,44.2,34
Allen Lazard,48135,WR,NYJ,9,0,22,47.6,100.0,32,41.6,32,38.0,0,100.0,77,77,66.1,100.0,42,54.5,42
Kyle Hinton,83163,G,ATL,5,0,2,48.0,100.0,13,16.9,13,50.1,0,100.0,77,77,59.8,100.0,61,79.2,61
Tory Horton,128232,WR,SEA,8,0,29,53.8,100.0,19,25.0,19,74.2,0,100.0,76,76,61.8,100.0,55,72.4,55
Quinn Ewers,127253,QB,MIA,4,0,17,60.0,100.0,25,33.3,25,60.0,0,94.9,75,79,60.0,100.0,44,58.7,44
Andrew Beck,47121,FB,NYJ,17,0,22,48.0,100.0,14,18.7,14,57.7,0,98.7,75,76,64.8,100.0,47,62.7,47
Ross Dwelley,20994,TE,DET,10,0,11,55.8,100.0,24,32.4,24,47.0,0,100.0,74,74,50.1,100.0,36,48.6,36
Braxton Jones,60092,T,CHI,4,0,6,44.7,100.0,22,29.7,22,47.2,0,100.0,74,74,55.3,100.0,42,56.8,42
Foster Sarell,52272,G,LAC,4,0,27,50.3,100.0,39,52.7,39,46.7,0,100.0,74,74,47.6,100.0,29,39.2,29
Jameis Winston,9434,QB,NYG,3,0,21,60.2,100.0,27,37.0,27,60.3,0,92.4,73,79,60.0,95.7,45,61.6,47
Casey Washington,101710,WR,ATL,7,0,2,57.3,100.0,19,26.4,19,65.9,0,100.0,72,72,68.2,100.0,48,66.7,48
Xavier Smith,102585,WR,LA,12,0,26,69.5,100.0,32,44.4,32,73.1,1,100.0,72,72,44.2,100.0,17,23.6,17
Torricelli Simpkins III,150473,G,NO,3,0,20,64.3,100.0,29,40.8,29,59.6,0,100.0,71,71,62.5,100.0,35,49.3,35
Tyler Conklin,47124,TE,LAC,9,0,27,38.7,100.0,25,35.2,25,46.8,0,98.6,71,72,55.8,100.0,31,43.7,31
Ray-Ray McCloud III,47895,WR,NYG,6,0,21,61.4,100.0,25,35.7,25,33.2,0,100.0,70,70,59.7,100.0,38,54.3,38
Malik Nabers,146759,WR,NYG,4,0,21,58.6,100.0,17,24.3,17,60.1,0,100.0,70,70,61.3,100.0,47,67.1,47
Jamari Thrash,97399,WR,CLV,9,0,8,46.7,100.0,34,49.3,34,51.3,0,100.0,69,69,60.6,100.0,29,42.0,29
Philip Rivers,1725,QB,IND,3,0,14,60.0,100.0,43,62.3,43,60.0,0,97.2,69,71,60.0,95.7,22,31.9,23
Cameron Latu,82647,TE,PHI,15,0,24,41.2,100.0,27,39.7,27,79.4,0,100.0,68,68,83.0,100.0,32,47.1,32
Tyrod Taylor,6332,QB,NYJ,6,0,22,60.0,100.0,21,30.9,21,60.0,0,93.2,68,73,60.0,95.7,44,64.7,46
Andrus Peat,9446,T,PIT,6,0,25,47.0,100.0,16,23.5,16,52.8,0,100.0,68,68,62.7,100.0,42,61.8,42
Thayer Munford Jr.,59994,T,NE,5,0,19,65.5,100.0,38,55.9,38,64.0,0,100.0,68,68,59.8,100.0,23,33.8,23
Evan Engram,11778,TE,DEN,15,0,10,53.3,100.0,27,40.3,27,44.2,0,98.5,67,68,58.9,100.0,29,43.3,29
Chuma Edoga,46232,T,JAX,10,0,15,54.2,100.0,29,43.9,29,46.5,0,100.0,66,66,44.2,100.0,25,37.9,25
Anthony Firkser,51837,TE,DET,6,0,11,40.5,100.0,19,28.8,19,47.0,0,100.0,66,66,53.5,100.0,42,63.6,42
Elijah Moore,84302,WR,BUF,9,0,4,60.0,100.0,19,28.8,19,74.5,0,90.4,66,73,59.8,100.0,40,60.6,40
Dalton Tucker,81717,G,IND,7,0,14,62.8,100.0,25,38.5,25,51.4,1,100.0,65,65,43.8,100.0,26,40.0,26
Wyatt Milum,144785,G,JAX,8,0,15,74.3,100.0,26,40.0,26,72.1,0,100.0,65,65,59.6,100.0,24,36.9,24
Trent Scott,24481,T,WAS,8,0,32,61.7,100.0,46,71.9,46,61.4,0,100.0,64,64,60.3,100.0,15,23.4,15
Marcedes Lewis,2973,TE,DEN,5,0,10,54.4,100.0,43,67.2,43,57.9,0,100.0,64,64,62.5,100.0,12,18.8,12
Joe Noteboom,46249,T,BLT,7,0,3,40.8,100.0,20,31.7,20,68.2,0,100.0,63,63,87.1,100.0,29,46.0,29
Jakob Johnson,32565,FB,HST,7,0,13,63.5,100.0,27,43.5,27,62.1,0,100.0,62,62,60.8,100.0,25,40.3,25
Russell Wilson,7077,QB,NYG,5,0,21,60.0,92.3,12,19.4,13,60.0,0,91.2,62,68,60.0,98.0,48,77.4,49
Josh Johnson,4474,QB,WAS,5,0,32,60.2,96.3,26,41.9,27,60.3,0,93.9,62,66,60.0,97.1,33,53.2,34
Darren Waller,9637,TE,MIA,9,0,17,60.2,100.0,26,42.6,26,36.8,0,98.4,61,62,48.8,100.0,30,49.2,30
Will Sherman,59662,G,NO,6,0,20,38.6,100.0,21,34.4,21,42.7,0,100.0,61,61,51.4,100.0,33,54.1,33
Shane Zylstra,143786,TE,DET,5,0,11,50.7,100.0,29,47.5,29,41.0,0,100.0,61,61,40.3,100.0,28,45.9,28
Xavier Weaver,101130,WR,ARZ,9,0,1,57.2,100.0,33,54.1,33,45.5,0,100.0,61,61,56.8,100.0,25,41.0,25
Danny Pinter,47339,C,IND,6,0,14,60.0,100.0,34,55.7,34,53.9,0,100.0,61,61,49.5,100.0,16,26.2,16
Sedrick Van Pran-Granger,124042,C,BUF,4,0,4,66.1,100.0,21,35.0,21,53.7,1,100.0,60,60,51.7,100.0,24,40.0,24
Atonio Mafi,82449,G,LV,3,0,23,76.7,100.0,15,25.0,15,55.1,0,100.0,60,60,44.9,100.0,40,66.7,40
Taysom Hill,12112,TE,NO,13,0,20,57.7,34.1,14,23.3,41,59.2,0,53.6,60,112,60.8,69.6,39,65.0,56
Kameron Johnson,165866,WR,TB,13,0,30,54.4,97.1,34,57.6,35,55.6,0,96.7,59,61,58.8,100.0,17,28.8,17
Alex Forsyth,60012,C,DEN,5,0,10,54.8,100.0,25,42.4,25,62.8,0,100.0,59,59,68.3,100.0,17,28.8,17
Greg Dortch,42237,WR,ARZ,12,0,1,55.7,83.3,30,51.7,36,45.6,0,87.9,58,66,62.4,100.0,25,43.1,25
Colson Yankoff,83589,TE,WAS,12,0,32,61.2,100.0,36,63.2,36,47.0,0,100.0,57,57,60.0,100.0,13,22.8,13
Chukwuebuka Godrick,169778,T,KC,4,0,16,63.9,100.0,13,22.8,13,54.0,0,100.0,57,57,52.3,100.0,41,71.9,41
Curtis Samuel,11795,WR,BUF,6,0,4,55.7,100.0,32,58.2,32,62.1,1,98.2,55,56,59.8,100.0,19,34.5,19
Matt Pryor,46647,T,PHI,9,0,24,66.6,100.0,23,41.8,23,73.1,0,100.0,55,55,74.9,100.0,24,43.6,24
Jake Browning,46401,QB,CIN,4,0,7,60.0,100.0,21,38.2,21,60.0,0,88.7,55,62,60.0,100.0,31,56.4,31
Jimmy Horn Jr.,144483,WR,CAR,12,0,5,60.0,100.0,13,24.1,13,57.8,0,88.5,54,61,57.7,100.0,39,72.2,39
Luke McCaffrey,101634,WR,WAS,8,0,32,55.3,100.0,25,46.3,25,57.6,0,100.0,54,54,61.4,100.0,21,38.9,21
Ben Chukwuma,123850,T,TB,5,0,30,54.1,100.0,22,40.7,22,64.8,0,100.0,54,54,85.1,100.0,30,55.6,30
Cooper Rush,12324,QB,BLT,4,0,3,60.0,100.0,23,42.6,23,60.2,0,93.1,54,58,60.0,100.0,25,46.3,25
Austen Pleasants,37066,T,SF,5,0,28,41.9,100.0,6,11.3,6,59.0,0,100.0,53,53,68.2,100.0,35,66.0,35
Mike Gesicki,47153,TE,CIN,12,0,7,76.6,100.0,24,45.3,24,51.0,0,100.0,53,53,58.9,100.0,25,47.2,25
Jalin Hyatt,124282,WR,NYG,7,0,21,61.7,100.0,22,41.5,22,43.7,0,100.0,53,53,54.0,100.0,29,54.7,29
Efton Chism III,141521,WR,NE,8,0,19,63.5,100.0,19,36.5,19,68.3,0,100.0,52,52,55.9,100.0,14,26.9,14
James Proche II,48037,WR,TEN,9,1,31,59.2,100.0,16,30.8,16,52.0,1,100.0,52,52,52.3,100.0,35,67.3,35
Max Mitchell,81707,T,NYJ,14,0,22,84.1,100.0,21,40.4,21,78.9,0,100.0,52,52,64.2,100.0,28,53.8,28
Mitch Trubisky,11757,QB,BUF,4,0,4,60.1,100.0,20,38.5,20,60.3,0,88.1,52,59,60.0,100.0,27,51.9,27
Travis Etienne Jr.,57185,HB,JAX,17,0,15,72.7,6.2,8,15.4,129,64.7,0,16.5,52,315,59.3,7.0,10,19.2,142
Jalen McMillan,131905,WR,TB,4,0,30,54.9,100.0,21,41.2,21,50.5,0,98.1,51,52,66.6,100.0,29,56.9,29
Moliki Matavao,146561,TE,NO,6,0,20,61.0,100.0,22,43.1,22,49.9,0,100.0,51,51,43.6,100.0,27,52.9,27
Tip Reiman,129423,TE,ARZ,4,0,1,59.8,100.0,40,80.0,40,56.8,0,100.0,50,50,51.5,100.0,10,20.0,10
